time,"Altitude (GPS) (feet)","Average fuel consumption (total) (MPG)","Average speed (mph)","Average speed (GPS) (mph)","Calculated instant fuel rate (gal./h)","Distance to empty (miles)","Distance travelled (miles)","Distance travelled (total) (miles)","Engine Fuel Rate (g/sec)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel level input (%) (%)","Fuel level input (V) (gallon)","Fuel used (gallon)","Fuel used (total) (gallon)","Fuel used price ($)","Fuel used price (total) ($)","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℉)","Speed (GPS) (mph)","Throttle position (%)","Vehicle acceleration (g)","Vehicle Fuel Rate (g/sec)","Vehicle speed (mph)",Latitude,Longtitude,
17:56:28.626,,33.2040102570684,,,1.69359616412397,284.491455624642,,,1.3,,,,,0.00260573358618513,2.63075533917945,0.0112046544205961,11.3,25.0809399744051,,,,,1.3,,33.7075744,-112.1902694,
17:56:28.682,,,,,,,,,,,,,,,,,,,,,25.0980392156863,,,,33.7075744,-112.1902694,
17:56:28.811,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.7075744,-112.1902694,
17:56:28.856,1292.7490808252,,,0.941568063318494,,,,,,,,,,,,,,,,0.492125981585333,,,,,33.7075744,-112.1902694,
17:56:28.859,1292.7490808252,,,0.94145920203042,,,,,,,,,,,,,,,,0.492125981585333,,,,,33.70757849,-112.19022885,
17:56:28.867,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70757849,-112.19022885,
17:56:28.881,1291.99475195068,,,0.940448310226847,,,,,,,,,,,,,,,,0.49371979650678,,,,,33.70757849,-112.19022885,
17:56:28.933,,,,,,,,,,1403,1.4,,,,,,,,,,,,,,33.70757849,-112.19022885,
17:56:28.988,,,,,,,,,,,,72,8.5679982927931,,,,,,,,,,,,33.70757849,-112.19022885,
17:56:29.063,,33.2014183784427,,,1.69359616412397,284.469248447939,,,1.3,,,,,0.0028111042861768,2.63096070987944,0.0120877484305602,11.3,25.0809399744051,,,,,1.3,,33.70757849,-112.19022885,
17:56:29.109,,,,,,,,,,,,,,,,,,,,,25.4901960784314,,,,33.70757849,-112.19022885,
17:56:29.175,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70757849,-112.19022885,
17:56:29.231,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70757849,-112.19022885,
17:56:29.298,,,,,,,,,,1398,1.4,,,,,,,,,,,,,,33.70757849,-112.19022885,
17:56:29.471,,,,,,,,,,,,72,8.5679982927931,,,,,,,,,,,,33.70757849,-112.19022885,
17:56:29.530,,33.1986856650507,,,1.66754083852207,284.445834601097,,,1.28,,,,,0.00302766893088299,2.63117727452415,0.0130189764027969,11.3,24.6950793594143,,,,,1.28,,33.70757849,-112.19022885,
17:56:29.557,,,,,,,,,,,,,,,,,,,,,25.4901960784314,,,,33.70757849,-112.19022885,
17:56:29.653,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70757849,-112.19022885,
17:56:29.709,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70757849,-112.19022885,
17:56:29.775,,,,,,,,,,1394,1.4,,,,,,,,,,,,,,33.70757849,-112.19022885,
17:56:29.833,,,,,,,,,,,,72,8.5679982927931,,,,,,,,,,,,33.70757849,-112.19022885,
17:56:29.856,1297.34393889648,,,1.50461416323856,,,,,,,,,,,,,,,,7.27004294917681,,,,,33.70756618,-112.19028175,
17:56:29.858,1297.34393889648,,,1.50542337796759,,,,,,,,,,,,,,,,7.27004294917681,,,,,33.70756618,-112.19028175,
17:56:29.880,1291.99475195068,,,1.50957810714612,,,,,,,,,,,,,,,,3.43736962454611,,,,,33.70756618,-112.19028175,
17:56:29.881,1291.99475195068,,,1.50962929462495,,,,,,,,,,,,,,,,3.43736962454611,,,,,33.70756618,-112.19028175,
17:56:29.899,,33.1965346244512,,,1.66754083852207,284.427404517908,,,1.28,,,,,0.00319816170086576,2.63134776729413,0.0137520953137228,11.3,24.6950793594143,,,,,1.28,,33.70756618,-112.19028175,
17:56:29.954,,,,,,,,,,,,,,,,,,,,,22.7450980392157,,,,33.70756618,-112.19028175,
17:56:30.115,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70756618,-112.19028175,
17:56:30.140,1291.99475195068,,,,,,,,,,,,,,,,,,,,,,,,33.7076257,-112.1902993,
17:56:30.141,1291.99475195068,,,1.47463040562207,,,,,,,,,,,,,,,,0,,,,,33.7076257,-112.1902993,
17:56:30.159,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.7076257,-112.1902993,
17:56:30.194,,,,,,,,,,1420,1.4,,,,,,,,,,,,,,33.7076257,-112.1902993,
17:56:30.227,,,,,,,,,,,,72,8.5679982927931,,,,,,,,,,,,33.7076257,-112.1902993,
17:56:30.250,,33.1944810620772,,,1.66754083852207,284.409809626674,,,1.28,,,,,0.00336094890509012,2.63151055449835,0.0144520802918875,11.3,24.6950793594143,,,,,1.28,,33.7076257,-112.1902993,
17:56:30.305,,,,,,,,,,,,,,,,,,,,,22.7450980392157,,,,33.7076257,-112.1902993,
17:56:30.371,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.7076257,-112.1902993,
17:56:30.417,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.7076257,-112.1902993,
17:56:30.474,,,,,,,,,,1411,1.4,,,,,,,,,,,,,,33.7076257,-112.1902993,
17:56:30.541,,,,,,,,,,,,72,8.5679982927931,,,,,,,,,,,,33.7076257,-112.1902993,
17:56:30.733,,33.1916588698877,,,1.66754083852207,284.385629126854,,,1.28,,,,,0.00358469875027289,2.63173430434354,0.0154142046261734,11.3,24.6950793594143,,,,,1.28,,33.7076257,-112.1902993,
17:56:30.791,,,,,,,,,,,,,,,,,,,,,22.7450980392157,,,,33.7076257,-112.1902993,
17:56:30.857,1268.93715901611,,,1.61830124562678,,,,,,,,,,,,,,,,3.86989982792029,,,,,33.7076257,-112.1902993,
17:56:30.863,1268.93715901611,,,1.61946850926732,,,,,,,,,,,,,,,,3.86989982792029,,,,,33.70754199,-112.1902559,
17:56:30.864,1268.93715901611,,,1.61954444974787,,,,,,,,,,,,,,,,3.86989982792029,,,,,33.70754199,-112.1902559,
17:56:30.885,1291.99475195068,,,1.62368927819571,,,,,,,,,,,,,,,,3.98476090103537,,,,,33.70754199,-112.1902559,
17:56:30.898,1291.99475195068,,,1.62637519247208,,,,,,,,,,,,,,,,3.98476090103537,,,,,33.70754199,-112.1902559,
17:56:30.954,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70754199,-112.1902559,
17:56:31.029,,,,,,,,,,1434,1.4,,,,,,,,,,,,,,33.70754199,-112.1902559,
17:56:31.084,,,,,,,,,,,,72,8.5679982927931,,,,,,,,,,,,33.70754199,-112.1902559,
17:56:31.137,,33.1895187777703,,,1.51120888491062,284.367292850093,,,1.16,,,,,0.00375439551139519,2.63190400110466,0.0161439006989993,11.3,22.3799156694692,,,,,1.16,,33.70754199,-112.1902559,
17:56:31.340,,,,,,,,,,,,,,,,,,,,,22.3529411764706,,,,33.70754199,-112.1902559,
17:56:31.398,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70754199,-112.1902559,
17:56:31.465,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70754199,-112.1902559,
17:56:31.520,,,,,,,,,,1394,1.4,,,,,,,,,,,,,,33.70754199,-112.1902559,
17:56:31.566,,,,,,,,,,,,72,8.5679982927931,,,,,,,,,,,,33.70754199,-112.1902559,
17:56:31.622,,33.1869541166595,,,1.51120888491062,284.345318872644,,,1.16,,,,,0.00395778693488413,2.63210739252815,0.0170184838200018,11.3,22.3799156694692,,,,,1.16,,33.70754199,-112.1902559,
17:56:31.745,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70754199,-112.1902559,
17:56:31.780,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70754199,-112.1902559,
17:56:31.812,1291.99475195068,,,1.51113039967277,,,,,,,,,,,,,,,,0,,,,,33.70754199,-112.1902559,
17:56:31.813,1291.99475195068,,,,,,,,,1408,1.4,,,,,,,,,,,,,,33.7076017,-112.1902743,
17:56:31.815,1291.99475195068,,,1.51080387434187,,,,,,,,,,,,,,,,0,,,,,33.7076017,-112.1902743,
17:56:31.847,,,,,,,,,,,,72,8.5679982927931,,,,,,,,,,,,33.7076017,-112.1902743,
17:56:31.851,1237.06771523926,,,1.51203096627329,,,,,,,,,,,,,,,,1.94613458475387,,,,,33.7076017,-112.1902743,
17:56:31.864,1291.99475195068,,,1.51186147608095,,,,,,,,,,,,,,,,1.330727560655,,,,,33.7076017,-112.1902743,
17:56:31.865,1291.99475195068,,,,,,,,,,,,,,,,,,,,,,,,33.7076017,-112.1902743,
17:56:31.869,,33.1856443859943,,,1.51120888491062,284.334097120196,,,1.16,,,,,0.00406166774930728,2.63221127334257,0.0174651713220213,11.3,22.3799156694692,,,,,1.16,,33.7076017,-112.1902743,
17:56:31.957,,,,,,,,,,,,,,,,,,,,,22.3529411764706,,,,33.7076017,-112.1902743,
17:56:32.086,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.7076017,-112.1902743,
17:56:32.142,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.7076017,-112.1902743,
17:56:32.198,,,,,,,,,,1415,1.4,,,,,,,,,,,,,,33.7076017,-112.1902743,
17:56:32.265,,,,,,,,,,,,72,8.5679982927931,,,,,,,,,,,,33.7076017,-112.1902743,
17:56:32.322,,33.1833318242207,,,1.45909823370681,284.314283126039,,,1.12,,,,,0.00424510777284481,2.63239471336611,0.0182539634232327,11.3,21.6081944394875,,,,,1.12,,33.7076017,-112.1902743,
17:56:32.388,,,,,,,,,,,,,,,,,,,,,21.9607843137255,,,,33.7076017,-112.1902743,
17:56:32.446,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.7076017,-112.1902743,
17:56:32.598,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.7076017,-112.1902743,
17:56:32.709,,,,,,,,,,,,72,8.5679982927931,,,,,,,,,,,,33.7076017,-112.1902743,
17:56:32.764,,33.1810720232026,,,1.45909823370681,284.294921185235,,,1.12,,,,,0.00442438734069796,2.63257399293396,0.0190248655650012,11.3,21.6081944394875,,,,,1.12,,33.7076017,-112.1902743,
17:56:32.832,,,,,,,,,,,,,,,,,,,,,22.3529411764706,,,,33.7076017,-112.1902743,
17:56:32.856,1196.57705536621,,,1.56982353674412,,,,,,,,,,,,,,,,2.32641365840423,,,,,33.70758727,-112.19021497,
17:56:32.857,1196.57705536621,,,1.56988944431811,,,,,,,,,,,,,,,,2.32641365840423,,,,,33.70758727,-112.19021497,
17:56:32.879,1291.99475195068,,,1.57044729343345,,,,,,,,,,,,,,,,1.92459683355981,,,,,33.70758727,-112.19021497,
17:56:32.880,1291.99475195068,,,1.57045419455286,,,,,,,,,,,,,,,,1.92459683355981,,,,,33.70758727,-112.19021497,
17:56:32.929,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70758727,-112.19021497,
17:56:32.986,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.70758727,-112.19021497,
17:56:33.052,,,,,,,,,,1409,1.4,,,,,,,,,,,,,,33.70758727,-112.19021497,
17:56:33.109,,,,,,,,,,,,72,8.5679982927931,,,,,,,,,,,,33.70758727,-112.19021497,
17:56:33.174,,33.1789766719935,,,1.45909823370681,284.276968247897,,,1.12,,,,,0.00459064223016382,2.63274024782343,0.0197397615897044,11.3,21.6081944394875,,,,,1.12,,33.70758727,-112.19021497,
17:56:33.403,,,,,,,,,,,,,,,,,,,82.4,,,,,,33.70758727,-112.19021497,
17:56:33.430,1292.32285597534,,,1.51084293251557,,,,,,,,,,,,,,,,0,,,,,33.70758727,-112.19021497,
17:56:33.431,1292.32285597534,,,,,,,,,,,,,,,,,,,,,,,,33.7076616,-112.190312,
17:56:33.432,1292.32285597534,,,1.51070705463365,,,,,,,,,,,,,,,,0,,,,,33.7076616,-112.190312,
17:56:33.459,,,0,,,,0,87.3514898415648,,,,,,,,,,,,,,0,,0,33.7076616,-112.190312,
17:56:33.493,,,,,,,,,,1424,1.4,,,,,,,,,,,,,,33.7076616,-112.190312,
17:56:33.517,,,,,,,,,,,,72,8.5679982927931,,,,,,,,,,,,33.7076616,-112.190312,
17:56:33.585,,,,,,,,,,,,,,,,,,,,,22.3529411764706,,,,33.7076616,-112.190312,
